id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
52,11/15/2020 0:00,android,D53650,I2284,I4231,FACEBOOK
53,11/15/2020 0:00,android,I20223,D0727,F0978,Google
54,11/15/2020 0:00,android,C5718,I0362,I5621,YOUTUBE
55,11/15/2020 0:00,android,H75830,D5710,B0379,youtube
56,11/15/2020 0:00,android,B050450,F0167,H9819,linkedin
57,11/15/2020 0:00,android,E6152,I5466,C6288,LinkedIn
58,11/15/2020 0:00,android,I58919,E2393,C9726,Youtube
59,11/15/2020 0:00,android,C45858,C0531,B04540,FACEBOOK
60,11/15/2020 0:00,android,C49024,J0551,I3050,FACEBOOK
61,11/15/2020 0:00,android,E6152,I5466,H110,YOUTUBE
62,11/15/2020 0:00,android,F225,H0023,D0354,GOOGLE
63,11/15/2020 0:00,android,E27210,I9954,J4505,facebook
64,11/15/2020 0:00,android,E8271,E9550,H3972,LinkedIn
65,11/15/2020 0:00,android,H48578,G5940,G8079,YOUTUBE
66,11/15/2020 0:00,android,C13956,H2268,E1719,LinkedIn
67,11/15/2020 0:00,android,E06764,B007,I541,Google
68,11/15/2020 0:00,android,B65430,B570,J240,Youtube
69,11/15/2020 0:00,android,H8863,I58,F9365,facebook
70,11/15/2020 0:00,android,I66936,H6729,B19174,facebook
71,11/15/2020 0:00,android,E70021,H3455,F8940,facebook
72,11/15/2020 0:00,android,I39443,F8543,B0125,youtube
73,11/15/2020 0:00,android,B65430,B570,C7894,LinkedIn
74,11/15/2020 0:00,android,H05919,B1179,H3025,youtube
75,11/15/2020 0:00,android,G54916,B6433,B11506,Youtube
76,11/15/2020 0:00,android,C31806,B5967,C8034,YOUTUBE
77,11/15/2020 0:00,android,B43838,I890,B8690,Youtube
78,11/15/2020 0:00,android,B074257,H4696,C8729,linkedin
79,11/15/2020 0:00,android,H75830,D5710,H1406,google
80,11/15/2020 0:00,android,B96566,J2426,B03394,linkedin
81,11/15/2020 0:00,android,D43675,H131,H3025,linkedin
82,11/15/2020 0:00,android,C5718,I0362,D6849,youtube
83,11/15/2020 0:00,android,B023559,H8771,J7606,facebook
84,11/15/2020 0:00,android,B20778,B2202,F9412,youtube
85,11/15/2020 0:00,android,B70028,B2062,E337,Youtube
86,11/15/2020 0:00,android,B20760,H1014,F0323,YOUTUBE
87,11/15/2020 0:00,android,G91090,C6285,B12256,YOUTUBE
88,11/15/2020 0:00,android,B045198,G6825,I8013,GOOGLE
89,11/15/2020 0:00,android,C79587,C3773,E9363,google
90,11/15/2020 0:00,android,B045198,G6825,F6145,Google
91,11/15/2020 0:01,android,I20223,D0727,H1978,FACEBOOK
92,11/15/2020 0:01,android,I50005,E7988,B1057,linkedin
93,11/15/2020 0:01,android,C33034,F1162,I860,facebook
94,11/15/2020 0:01,android,B12443,C6117,C8034,facebook
95,11/15/2020 0:01,android,G7559,D813,D4110,linkedin
96,11/15/2020 0:01,android,D25487,D2431,I3050,youtube
97,11/15/2020 0:01,android,G35666,D8946,J4171,google
98,11/15/2020 0:01,android,D10721,J2354,B3760,Google
99,11/15/2020 0:01,android,F7068,E3283,I7438,youtube
100,11/15/2020 0:01,android,H63159,E2603,E5764,youtube
101,11/15/2020 0:01,android,D88241,E0266,E1184,youtube
102,11/15/2020 0:01,android,D43675,H131,D1202,LinkedIn
103,11/15/2020 0:01,android,G9927,F8924,E6590,facebook
104,11/15/2020 0:01,android,J47570,G4813,B15805,LinkedIn
105,11/15/2020 0:01,android,C52414,I1974,J3947,google
106,11/15/2020 0:01,android,C76009,G207,B32378,Google
107,11/15/2020 0:01,android,C76009,G207,I7693,FACEBOOK
108,11/15/2020 0:01,android,B006135,C3832,C0595,facebook
109,11/15/2020 0:01,android,J48051,E3988,D8656,YOUTUBE
110,11/15/2020 0:01,android,B58228,D6473,F2518,google
111,11/15/2020 0:01,android,C45858,C0531,B04540,GOOGLE
112,11/15/2020 0:01,android,G1166,G456,E9461,Google
113,11/15/2020 0:01,android,G97771,C347,F603,Youtube
114,11/15/2020 0:01,android,G9927,F8924,F6512,linkedin
115,11/15/2020 0:01,android,B20778,B2202,B26564,linkedin
116,11/15/2020 0:01,android,B073444,J0562,B4088,LinkedIn
117,11/15/2020 0:01,android,B25619,B692,F6788,google
118,11/15/2020 0:01,android,J79811,E3941,I3050,LinkedIn
119,11/15/2020 0:01,android,C45858,C0531,F2760,facebook
120,11/15/2020 0:01,android,B60586,E7706,H3227,YOUTUBE
121,11/15/2020 0:01,android,B046559,F5341,I7457,LinkedIn
122,11/15/2020 0:01,android,G24540,F9792,J554,linkedin
123,11/15/2020 0:01,android,E40732,C408,I1213,Google
124,11/15/2020 0:01,android,E51661,B3287,D7250,YOUTUBE
125,11/15/2020 0:01,android,E70021,H3455,I1639,Google
126,11/15/2020 0:01,android,I39443,F8543,B0125,Youtube
127,11/15/2020 0:01,android,C37411,C7009,B3172,linkedin
128,11/15/2020 0:01,android,F95581,B7312,J1870,Youtube
129,11/15/2020 0:01,android,B073954,C5166,D0354,linkedin
130,11/15/2020 0:01,android,G38709,E6137,B27241,youtube
131,11/15/2020 0:01,android,I39443,F8543,B0125,GOOGLE
132,11/15/2020 0:01,android,E96506,H1402,I4622,Google
133,11/15/2020 0:01,android,I66936,H6729,B19174,LinkedIn
134,11/15/2020 0:01,android,J13497,H8181,B2606,google
135,11/15/2020 0:01,android,J59041,F3899,E1999,Youtube
136,11/15/2020 0:01,android,H72198,J0128,I0771,Youtube
137,11/15/2020 0:01,android,B025714,E1601,H3025,google
138,11/15/2020 0:01,android,G41675,I3797,B07905,YOUTUBE
139,11/15/2020 0:01,android,F04889,E1578,F473,GOOGLE
140,11/15/2020 0:01,android,I66936,H6729,B19174,Google
141,11/15/2020 0:01,android,B045198,G6825,I8013,Google
142,11/15/2020 0:01,android,F41334,H9599,B11376,GOOGLE
143,11/15/2020 0:01,android,E27210,I9954,F5159,Youtube
144,11/15/2020 0:01,android,D29536,B7989,F8940,Google
145,11/15/2020 0:01,android,E93001,G7016,D1294,Google
146,11/15/2020 0:01,android,C04107,B1158,D2613,linkedin
147,11/15/2020 0:01,android,C52414,I1974,J3947,GOOGLE
148,11/15/2020 0:01,android,C60205,I7541,H9447,FACEBOOK
149,11/15/2020 0:01,android,E91282,E7680,I2316,GOOGLE
150,11/15/2020 0:01,android,D43675,H131,H3025,linkedin
151,11/15/2020 0:01,android,D77986,C0300,G0603,linkedin
152,11/15/2020 0:01,android,G54916,B6433,D1301,google
153,11/15/2020 0:01,android,E35938,E9552,B18262,youtube
154,11/15/2020 0:01,android,G45093,F2946,B06866,Google
155,11/15/2020 0:01,android,E8271,E9550,B0379,google
156,11/15/2020 0:01,android,B78834,D4276,G6281,google
157,11/15/2020 0:01,android,E70021,H3455,J9749,LinkedIn
158,11/15/2020 0:01,android,G19497,D5051,C1372,Google
159,11/15/2020 0:01,android,H92678,D7924,B21465,Google
160,11/15/2020 0:01,android,J65355,D3046,I2601,google
161,11/15/2020 0:01,android,G65542,I3245,H0472,youtube
162,11/15/2020 0:01,android,C60205,I7541,H9447,FACEBOOK
163,11/15/2020 0:01,android,I66936,H6729,F2723,FACEBOOK
164,11/15/2020 0:01,android,B073444,J0562,C9881,Youtube
165,11/15/2020 0:01,android,D62124,G7011,D2827,Google
166,11/15/2020 0:01,android,I66936,H6729,D8922,YOUTUBE
167,11/15/2020 0:01,android,H180,C0693,H55,Youtube
168,11/15/2020 0:01,android,D82120,E0300,C8729,Google
169,11/15/2020 0:02,android,I6986,I6782,I860,google
170,11/15/2020 0:02,android,H56280,H6217,I0771,Google
171,11/15/2020 0:02,android,E8271,E9550,B0379,youtube
172,11/15/2020 0:02,android,E47293,E7251,B0379,linkedin
173,11/15/2020 0:02,android,B25619,B692,E1911,LinkedIn
174,11/15/2020 0:02,android,B004608,G7493,H8960,GOOGLE
175,11/15/2020 0:02,android,H28506,H0512,B741,Google
176,11/15/2020 0:02,android,H48764,G7666,C5346,facebook
177,11/15/2020 0:02,android,G12885,G3590,B26580,youtube
178,11/15/2020 0:02,android,J13497,H8181,C569,facebook
179,11/15/2020 0:02,android,F60990,E6943,B05243,Google
180,11/15/2020 0:02,android,B004608,G7493,B17617,GOOGLE
181,11/15/2020 0:02,android,J60758,E0533,B03791,Google
182,11/15/2020 0:02,android,E40732,C408,B12881,linkedin
183,11/15/2020 0:02,android,B00785,E6089,I6831,FACEBOOK
184,11/15/2020 0:02,android,F15252,D4975,C1372,YOUTUBE
185,11/15/2020 0:02,android,B074257,H4696,C2706,FACEBOOK
186,11/15/2020 0:02,android,C49024,J0551,I6377,facebook
187,11/15/2020 0:02,android,H51774,G3863,E4465,Google
188,11/15/2020 0:02,android,F51699,F3279,G6447,Google
189,11/15/2020 0:02,android,I66936,H6729,H1978,linkedin
190,11/15/2020 0:02,android,I39443,F8543,B0125,linkedin
191,11/15/2020 0:02,android,E47712,F3489,G0668,LinkedIn
192,11/15/2020 0:02,android,G7559,D813,E2010,google
193,11/15/2020 0:02,android,D62124,G7011,B13763,linkedin
194,11/15/2020 0:02,android,B12443,C6117,B907,GOOGLE
195,11/15/2020 0:02,android,B20760,H1014,B08691,youtube
196,11/15/2020 0:02,android,E8271,E9550,B05880,GOOGLE
197,11/15/2020 0:02,android,J48051,E3988,H110,GOOGLE
198,11/15/2020 0:02,android,I41936,C5077,I860,facebook
199,11/15/2020 0:02,android,G7559,D813,G4390,youtube
200,11/15/2020 0:02,android,E2710,C7557,E9843,GOOGLE
201,11/15/2020 0:02,android,G02777,E3166,H2547,youtube
202,11/15/2020 0:02,android,B073444,J0562,J932,YOUTUBE
203,11/15/2020 0:02,android,I20223,D0727,E0001,Google
204,11/15/2020 0:02,android,F73291,G5042,B15198,Google
205,11/15/2020 0:02,android,J79811,E3941,B07282,Google
206,11/15/2020 0:02,android,C93018,B6365,F0113,GOOGLE
207,11/15/2020 0:02,android,H02193,F6124,B25368,youtube
208,11/15/2020 0:02,android,B33991,H8257,B21465,YOUTUBE
209,11/15/2020 0:02,android,H50879,E9801,H292,facebook
210,11/15/2020 0:02,android,E8271,E9550,H9225,facebook
211,11/15/2020 0:02,android,C77142,E8895,B4563,Youtube
212,11/15/2020 0:02,android,I50005,E7988,E5537,FACEBOOK
213,11/15/2020 0:02,android,B040464,G3776,B10662,Youtube
214,11/15/2020 0:02,android,G01564,D4683,E4933,FACEBOOK
215,11/15/2020 0:02,android,B20778,B2202,B20286,Google
216,11/15/2020 0:02,android,J04183,I2766,J1359,youtube
217,11/15/2020 0:02,android,F13470,J1195,H0499,LinkedIn
218,11/15/2020 0:02,android,I66936,H6729,F2961,youtube
219,11/15/2020 0:02,android,D22070,F819,I4078,google
220,11/15/2020 0:02,android,C56273,J864,B17580,youtube
221,11/15/2020 0:02,android,B69104,I0908,D0354,google
222,11/15/2020 0:02,android,H56394,J1697,I7080,GOOGLE
223,11/15/2020 0:02,android,D82120,E0300,J1397,YOUTUBE
224,11/15/2020 0:02,android,H75830,D5710,B25283,facebook
225,11/15/2020 0:02,android,I66936,H6729,H8537,facebook
226,11/15/2020 0:02,android,E51661,B3287,D7250,LinkedIn
227,11/15/2020 0:02,android,B33991,H8257,B21465,Google
228,11/15/2020 0:02,android,I15779,F7795,I541,GOOGLE
229,11/15/2020 0:02,android,F15252,D4975,C3641,Google
230,11/15/2020 0:02,android,J47570,G4813,J7759,facebook
231,11/15/2020 0:02,android,C76009,G207,E8082,Youtube
232,11/15/2020 0:02,android,F38049,I937,J3600,Youtube
233,11/15/2020 0:03,android,G16104,B2208,B5757,GOOGLE
234,11/15/2020 0:03,android,D50268,E5168,H4529,LinkedIn
235,11/15/2020 0:03,android,F65549,E9950,H1966,youtube
236,11/15/2020 0:03,android,B25619,B692,I5478,google
237,11/15/2020 0:03,android,D75672,F0832,B03394,Google
238,11/15/2020 0:03,android,B84308,E2810,B29487,FACEBOOK
239,11/15/2020 0:03,android,B20760,H1014,B08691,LinkedIn
240,11/15/2020 0:03,android,B073444,J0562,J932,LinkedIn
241,11/15/2020 0:03,android,I01892,G5813,J3947,youtube
242,11/15/2020 0:03,android,J25869,D1506,J9822,facebook
243,11/15/2020 0:03,android,E93001,G7016,D1294,Youtube
244,11/15/2020 0:03,android,J0912,E4987,H8462,linkedin
245,11/15/2020 0:03,android,B68560,I5182,I1275,GOOGLE
246,11/15/2020 0:03,android,C85443,J771,I0239,GOOGLE
247,11/15/2020 0:03,android,B079137,D7306,D1084,Youtube
248,11/15/2020 0:03,android,D29536,B7989,E4570,linkedin
249,11/15/2020 0:03,android,H78980,C9150,B22434,FACEBOOK
250,11/15/2020 0:03,android,G7559,D813,D4110,YOUTUBE
251,11/15/2020 0:03,android,D72156,I2096,D5852,LinkedIn
252,11/15/2020 0:03,android,G08652,C6864,B14702,LinkedIn
253,11/15/2020 0:03,android,I39443,F8543,D3053,google
254,11/15/2020 0:03,android,B016868,F5865,B09361,Youtube
255,11/15/2020 0:03,android,H9862,H1850,B22141,facebook
256,11/15/2020 0:03,android,G54916,B6433,I3050,linkedin
257,11/15/2020 0:03,android,J2751,D9621,C5346,Google
258,11/15/2020 0:03,android,I21818,E4977,J3947,Google
259,11/15/2020 0:03,android,D85858,H2275,H9328,google
260,11/15/2020 0:03,android,G46914,C1128,I3050,facebook
261,11/15/2020 0:03,android,B073444,J0562,J932,GOOGLE
262,11/15/2020 0:03,android,H03737,G3436,B01298,Youtube
263,11/15/2020 0:03,android,C0069,D8132,I4930,youtube
264,11/15/2020 0:03,android,I66936,H6729,B18454,google
265,11/15/2020 0:03,android,C02520,F6745,C715,linkedin
266,11/15/2020 0:03,android,G2871,B9913,D575,GOOGLE
267,11/15/2020 0:03,android,E47293,E7251,H9225,Google
268,11/15/2020 0:03,android,J59041,F3899,I7646,YOUTUBE
269,11/15/2020 0:03,android,H56394,J1697,H7915,youtube
270,11/15/2020 0:03,android,F01193,D5551,C7792,Youtube
271,11/15/2020 0:03,android,B12443,C6117,C8034,linkedin
272,11/15/2020 0:03,android,E70021,H3455,I3533,Google
273,11/15/2020 0:03,android,J79811,E3941,I860,youtube
274,11/15/2020 0:03,android,J47570,G4813,F2760,youtube
275,11/15/2020 0:03,android,E35938,E9552,I860,Google
276,11/15/2020 0:03,android,B41132,B6010,G8968,linkedin
277,11/15/2020 0:03,android,F13470,J1195,J2183,Youtube
278,11/15/2020 0:03,android,B062188,J393,B09625,LinkedIn
279,11/15/2020 0:03,android,I35320,I9877,B18999,google
280,11/15/2020 0:03,android,B045198,G6825,J6456,Google
281,11/15/2020 0:03,android,C33075,C2090,B30864,facebook
282,11/15/2020 0:03,android,F7068,E3283,I6831,youtube
283,11/15/2020 0:03,android,I93577,H7414,J3947,GOOGLE
284,11/15/2020 0:03,android,C33075,C2090,J1656,FACEBOOK
285,11/15/2020 0:03,android,B073954,C5166,H76,google
286,11/15/2020 0:03,android,B65430,B570,G9734,Google
287,11/15/2020 0:03,android,G01564,D4683,B05923,Google
288,11/15/2020 0:03,android,D76654,I8235,J0352,google
289,11/15/2020 0:03,android,I28255,C4517,C7809,GOOGLE
290,11/15/2020 0:03,android,D22070,F819,H1406,linkedin
291,11/15/2020 0:03,android,H59056,C918,B528,linkedin
292,11/15/2020 0:03,android,J62229,C8227,B06866,YOUTUBE
293,11/15/2020 0:03,android,G45093,F2946,F8320,google
294,11/15/2020 0:03,android,E65062,I9941,I8013,google
295,11/15/2020 0:03,android,C0069,D8132,F0889,youtube
296,11/15/2020 0:03,android,B65430,B570,G9734,google
297,11/15/2020 0:03,android,F7068,E3283,D2354,FACEBOOK
298,11/15/2020 0:03,android,C33075,C2090,J1656,GOOGLE
299,11/15/2020 0:03,android,D68359,H1317,B0379,Youtube
300,11/15/2020 0:04,android,H48578,G5940,G8079,facebook
301,11/15/2020 0:04,android,D22070,F819,D1202,YOUTUBE
302,11/15/2020 0:04,android,J59041,F3899,D657,google
303,11/15/2020 0:04,android,I35320,I9877,B18999,youtube
304,11/15/2020 0:04,android,H76676,H6557,H9225,linkedin
305,11/15/2020 0:04,android,B004608,G7493,B04882,facebook
306,11/15/2020 0:04,android,F38049,I937,B04035,facebook
307,11/15/2020 0:04,android,J84956,I667,I7872,LinkedIn
308,11/15/2020 0:04,android,B055285,B140,F434,google
309,11/15/2020 0:04,android,J25869,D1506,F6690,LinkedIn
310,11/15/2020 0:04,android,B016868,F5865,B09361,GOOGLE
311,11/15/2020 0:04,android,B083821,F9579,C8024,LinkedIn
312,11/15/2020 0:04,android,B65430,B570,G4188,Google
313,11/15/2020 0:04,android,E40732,C408,B04035,GOOGLE
314,11/15/2020 0:04,android,E47293,E7251,C3409,YOUTUBE
315,11/15/2020 0:04,android,F01193,D5551,I7438,FACEBOOK
316,11/15/2020 0:04,android,E8271,E9550,B28745,LinkedIn
317,11/15/2020 0:04,android,B12443,C6117,B5757,GOOGLE
318,11/15/2020 0:04,android,H56394,J1697,H7915,facebook
319,11/15/2020 0:04,android,I48618,E4965,B11359,facebook
320,11/15/2020 0:04,android,B079137,D7306,G3293,facebook
321,11/15/2020 0:04,android,C95473,C2132,F0846,facebook
322,11/15/2020 0:04,android,C0069,D8132,D8074,google
323,11/15/2020 0:04,android,C76009,G207,J7556,GOOGLE
324,11/15/2020 0:04,android,J59041,F3899,B30888,YOUTUBE
325,11/15/2020 0:04,android,J04183,I2766,D3633,facebook
326,11/15/2020 0:04,android,I15779,F7795,I8543,LinkedIn
327,11/15/2020 0:04,android,E22618,G5427,B18262,GOOGLE
328,11/15/2020 0:04,android,D22070,F819,E3450,GOOGLE
329,11/15/2020 0:04,android,B040464,G3776,I860,facebook
330,11/15/2020 0:04,android,F94738,B9118,D0354,GOOGLE
331,11/15/2020 0:04,android,B073954,C5166,D0354,GOOGLE
332,11/15/2020 0:04,android,I89351,I2807,H292,facebook
333,11/15/2020 0:04,android,J47570,G4813,G9123,LinkedIn
334,11/15/2020 0:04,android,H93524,J090,C1963,Google
335,11/15/2020 0:04,android,C56273,J864,F8940,YOUTUBE
336,11/15/2020 0:04,android,G7559,D813,G4390,LinkedIn
337,11/15/2020 0:04,android,H91867,J0105,J5249,YOUTUBE
338,11/15/2020 0:04,android,B00737,G8784,J1397,linkedin
339,11/15/2020 0:04,android,B65430,B570,G4188,youtube
340,11/15/2020 0:04,android,H90642,F7298,F056,google
341,11/15/2020 0:04,android,F65549,E9950,B6770,youtube
342,11/15/2020 0:04,android,C93018,B6365,G0572,Google
343,11/15/2020 0:04,android,G41675,I3797,B9799,FACEBOOK
344,11/15/2020 0:04,android,G06566,G2928,H8780,YOUTUBE
345,11/15/2020 0:04,android,G7559,D813,E2010,GOOGLE
346,11/15/2020 0:04,android,E27210,I9954,J4505,YOUTUBE
347,11/15/2020 0:04,android,B4305,E2867,J2499,Google
348,11/15/2020 0:04,android,C2303,I4896,J6631,YOUTUBE
349,11/15/2020 0:04,android,E65062,I9941,H5754,Youtube
350,11/15/2020 0:04,android,H93905,H3423,I4078,YOUTUBE
351,11/15/2020 0:04,android,D43485,G9229,G4220,Google
352,11/15/2020 0:04,android,D62124,G7011,B3924,YOUTUBE
353,11/15/2020 0:04,android,G83724,F824,F8320,LinkedIn
354,11/15/2020 0:04,android,B029015,C5958,G9585,LinkedIn
355,11/15/2020 0:04,android,H59056,C918,D1143,Youtube
356,11/15/2020 0:04,android,E8271,E9550,H1296,YOUTUBE
357,11/15/2020 0:04,android,E22618,G5427,B18262,FACEBOOK
358,11/15/2020 0:04,android,I32993,F6810,B02695,youtube
359,11/15/2020 0:04,android,I35320,I9877,J6440,Youtube
360,11/15/2020 0:04,android,C76009,G207,G1589,google
361,11/15/2020 0:04,android,H10043,J2459,H3972,YOUTUBE
362,11/15/2020 0:04,android,F60990,E6943,B05243,google
363,11/15/2020 0:05,android,D82120,E0300,J1322,GOOGLE
364,11/15/2020 0:05,android,J25869,D1506,F6690,google
365,11/15/2020 0:05,android,F20039,C463,E9081,Google
366,11/15/2020 0:05,android,B062188,J393,B17171,youtube
367,11/15/2020 0:05,android,H59056,C918,I0771,YOUTUBE
368,11/15/2020 0:05,android,B025714,E1601,H292,google
369,11/15/2020 0:05,android,D43485,G9229,I4786,Youtube
370,11/15/2020 0:05,android,B33991,H8257,B21465,facebook
371,11/15/2020 0:05,android,C0069,D8132,B25926,YOUTUBE
372,11/15/2020 0:05,android,I78873,J2108,C1668,google
373,11/15/2020 0:05,android,J48981,H5161,D3053,linkedin
374,11/15/2020 0:05,android,H93524,J090,B0116,Google
375,11/15/2020 0:05,android,B040464,G3776,B05923,LinkedIn
376,11/15/2020 0:05,android,G40776,C4090,H7333,GOOGLE
377,11/15/2020 0:05,android,C76009,G207,D8578,FACEBOOK
378,11/15/2020 0:05,android,B22793,H1368,B05243,youtube
379,11/15/2020 0:05,android,G61456,D8384,C1372,FACEBOOK
380,11/15/2020 0:05,android,B46004,F7340,I0771,GOOGLE
381,11/15/2020 0:05,android,I73910,I5979,J3128,LinkedIn
382,11/15/2020 0:05,android,J59041,F3899,D657,YOUTUBE
383,11/15/2020 0:05,android,E8271,E9550,F6408,facebook
384,11/15/2020 0:05,android,F84599,F5935,E9461,Youtube
385,11/15/2020 0:05,android,F78536,I6428,B03311,google
386,11/15/2020 0:05,android,I31739,D3557,F7156,youtube
387,11/15/2020 0:05,android,E35938,E9552,B18262,FACEBOOK
388,11/15/2020 0:05,android,D22070,F819,D1202,Google
389,11/15/2020 0:05,android,D84684,G9457,B03581,google
390,11/15/2020 0:05,android,H78980,C9150,D923,google
391,11/15/2020 0:05,android,G18359,H0225,C9726,FACEBOOK
392,11/15/2020 0:05,android,G101,C5496,D0354,GOOGLE
393,11/15/2020 0:05,android,D85858,H2275,D4578,google
394,11/15/2020 0:05,android,G01564,D4683,E4826,Youtube
395,11/15/2020 0:05,android,D25383,D461,F0142,FACEBOOK
396,11/15/2020 0:05,android,G04657,F5979,G0603,youtube
397,11/15/2020 0:05,android,G7559,D813,B27439,GOOGLE
398,11/15/2020 0:05,android,E9585,F069,J5249,google
399,11/15/2020 0:05,android,D16145,B1147,B0379,google
400,11/15/2020 0:05,android,G54916,B6433,B9489,linkedin
401,11/15/2020 0:05,android,B68560,I5182,C6321,google
402,11/15/2020 0:05,android,B74471,G8425,I3050,YOUTUBE
403,11/15/2020 0:05,android,F01193,D5551,E7580,youtube
404,11/15/2020 0:05,android,J48051,E3988,D8656,LinkedIn
405,11/15/2020 0:05,android,F94738,B9118,F8392,Youtube
406,11/15/2020 0:05,android,J47846,D3839,J2047,Youtube
407,11/15/2020 0:05,android,D85858,H2275,H9328,youtube
408,11/15/2020 0:05,android,C77142,E8895,F1227,FACEBOOK
409,11/15/2020 0:05,android,B25619,B692,I5478,google
410,11/15/2020 0:05,android,F65549,E9950,H1966,youtube
411,11/15/2020 0:05,android,B006135,C3832,C0595,youtube
412,11/15/2020 0:05,android,H51774,G3863,E4465,facebook
413,11/15/2020 0:05,android,B073444,J0562,D3143,YOUTUBE
414,11/15/2020 0:05,android,G24540,F9792,D0354,YOUTUBE
415,11/15/2020 0:05,android,C72439,F6812,J240,FACEBOOK
416,11/15/2020 0:05,android,B062188,J393,D9131,linkedin
417,11/15/2020 0:05,android,I39443,F8543,I6831,Google
418,11/15/2020 0:05,android,B20778,B2202,H8587,Google
419,11/15/2020 0:05,android,B059784,D4757,D2168,facebook
420,11/15/2020 0:05,android,H48764,G7666,G9179,Youtube
421,11/15/2020 0:05,android,F01193,D5551,B5763,youtube
422,11/15/2020 0:06,android,B65430,B570,H7159,FACEBOOK
423,11/15/2020 0:06,android,G83724,F824,F8320,youtube
424,11/15/2020 0:06,android,G04657,F5979,G0603,Google
425,11/15/2020 0:06,android,B073444,J0562,B01476,FACEBOOK
426,11/15/2020 0:06,android,B65430,B570,H7159,linkedin
427,11/15/2020 0:06,android,F65549,E9950,B6770,linkedin
428,11/15/2020 0:06,android,E65062,I9941,J1359,FACEBOOK
429,11/15/2020 0:06,android,I71543,H0216,H3785,GOOGLE
430,11/15/2020 0:06,android,F01407,D9979,B31009,GOOGLE
431,11/15/2020 0:06,android,D32989,F1434,B4991,linkedin
432,11/15/2020 0:06,android,I95831,D8561,B18049,LinkedIn
433,11/15/2020 0:06,android,H93524,J090,C1963,linkedin
434,11/15/2020 0:06,android,C78063,F1441,D7934,linkedin
435,11/15/2020 0:06,android,E51281,H9122,B13868,FACEBOOK
436,11/15/2020 0:06,android,H78980,C9150,F383,LinkedIn
437,11/15/2020 0:06,android,C0069,D8132,F940,FACEBOOK
438,11/15/2020 0:06,android,B083821,F9579,C8024,FACEBOOK
